Associated Gene Name,gene_length_bp,FANTOM_Total_CAGE_TPM,Cytosol_TPM,PB_TPM,RNA enrichment in P-body (log2) (Fold change=sorted P-bodies/pre-sorted fraction),NEW_Log2FC_TPM,Cap_index,DepMap_Common_Essential,DepMap_Strongly_Selective,DepMap_Flag_Status,DepMap_Dependent_Cell_Lines
FAT3,19420,0.0,37.630670945453495,35.772347802770895,0.741509354571994,-0.07304429368017,0.0,0,1,strongly selective,2
ALDH1L2,8501,0.311064574191741,11.913240293033098,11.268015249097791,0.743033054600009,-0.0802631611673525,0.0261108285017681,0,0,not flagged,0
CA12,7313,1.7626992537532038,17.79082548761276,16.791670736762033,0.745927640026676,-0.0833394457484787,0.0990791155239266,0,0,not flagged,1
CDS1,4461,5.391785952656856,56.275072321945466,53.906660691469305,0.758625389655022,-0.0620212013343426,0.095811266519763,0,0,not flagged,1
HPSE,4721,1.762699253753199,21.988909141772663,21.16440556954293,0.766187722871189,-0.0551105174600101,0.0801631059725729,0,0,not flagged,0
KANSL2,3386,11.302012862299936,135.15596947230208,131.29482782102343,0.776595292051866,-0.0418120099575771,0.0836220028344074,1,0,common essential,1128
MAK,4378,1.14057010536972,18.952894239261948,18.12572849867581,0.788747943958746,-0.0643444760115321,0.0601792048734681,0,0,not flagged,1
MYO3A,8188,2.177452019342191,25.487085643214243,23.4909973996515,0.789994744743629,-0.1176103670765542,0.0854335426899592,0,0,not flagged,0
SOSTDC1,2473,0.9331937225752248,37.365990703674974,36.466931059111694,0.796564597433516,-0.0351274652281141,0.02497441403269,0,0,not flagged,0
PTCD2,3637,5.18440956986236,73.78625253611511,72.73150935911782,0.79676564084115,-0.0207686948418634,0.0702625406721234,0,0,not flagged,2
METTL2B,6749,3.21433393331466,35.89280386717524,36.849253751610256,0.832705680034282,0.0379303453870092,0.0895537151460669,0,0,not flagged,5
TTI1,4122,5.70285052684859,105.42257322573198,106.84898774199632,0.834350356713224,0.0193876017414368,0.0540951558319258,1,0,common essential,1115
FILIP1L,5897,0.8295055311779771,29.857868645944375,29.7084155013079,0.839904669107144,-0.0072370937655454,0.0277818065654411,0,0,not flagged,0
SPTLC1,3658,6.739732440821068,129.90848132611472,131.66602113311166,0.841591022970539,0.0193859740354727,0.0518806191252596,0,0,not flagged,990
ABHD10,3021,19.18231540849073,200.12499898796304,202.70858778095604,0.858084498084829,0.0185048958926034,0.0958516702335848,0,0,not flagged,1
STX16,5089,0.311064574191742,62.97180334766362,64.55580524003852,0.860351450303183,0.0358352335140775,0.004939743784601,0,1,strongly selective,2
GJA3,5211,0.829505531177977,12.931591282241635,13.064025965074434,0.866715576335803,0.014688447233654,0.0641456656859468,0,0,not flagged,288
ABL1,6276,4.562280421478879,75.8657045616781,79.8491950001423,0.901847400921309,0.0738205214176788,0.0601362690538224,0,1,strongly selective,14
SGPL1,6257,8.295055311779771,129.4406270816394,138.19489991195232,0.918222364773674,0.0944068119713479,0.0640838622216192,0,0,not flagged,8
SLC9A9,4087,0.933193722575225,10.849402246219888,11.716960793585343,0.930901165989124,0.1108844747005394,0.0860133767185528,0,0,not flagged,1
ZNF891,4118,3.318022124711909,62.30388273957747,68.65922170818102,0.952306677819142,0.140109999167713,0.0532554630436249,0,0,not flagged,0
SPATA18,4941,0.829505531177977,15.01905549944103,16.416538146014037,0.953940100485225,0.1282741217859954,0.0552302061343903,0,0,not flagged,0
HOXC10,2331,1.86638744515045,24.189647212748596,23.785550993883465,0.955021855163164,-0.0242941547912181,0.0771564557653744,0,1,strongly selective,215
FAM20B,6039,7.050797015012815,108.33661796209364,118.81431139756091,0.958085817335535,0.1331759206255119,0.0650823068658082,0,1,strongly selective,10
WDR19,8873,6.73973244082107,96.84469985491737,107.92494265721233,0.974171632311456,0.1562680337205889,0.0695931987080122,0,0,not flagged,0
ANTXR1,8185,4.977033187067869,77.95325690387439,86.42064379305805,0.975012690986169,0.1487485471803797,0.0638463790320543,0,1,strongly selective,4
FRMD5,6317,1.866387445150444,31.17447173499954,34.60353616922686,0.97561985050607,0.1505085169892638,0.0598690961314687,0,0,not flagged,1
NPEPPS,11514,6.84342063221831,76.55946603640109,86.62538304837392,0.987320387307025,0.1781871646542651,0.0893869953189658,0,0,not flagged,713
