Associated Gene Name,gene_length_bp,FANTOM_Total_CAGE_TPM,Cytosol_TPM,PB_TPM,RNA enrichment in P-body (log2) (Fold change=sorted P-bodies/pre-sorted fraction),NEW_Log2FC_TPM,Cap_index,DepMap_Common_Essential,DepMap_Strongly_Selective,DepMap_Flag_Status,DepMap_Dependent_Cell_Lines
DPYD,6556,0.207376382794494,23.110703219149027,27.263658953636092,1.01307632739934,0.238322982688084,0.008973174932326,0,0,not flagged,5
ZNF124,4517,0.0,37.90717924922908,43.64426677921191,1.01385117339926,0.2032710274781072,0.0,0,0,not flagged,13
BTF3L4,6022,22.604025724599857,328.73260865523883,376.0423624585613,1.0179205264718,0.1939751026353154,0.0687611302604483,0,0,not flagged,853
CNTN1,7492,0.207376382794494,19.759736054872302,22.95877789127611,1.03181509430889,0.2163804869008422,0.0104948964003676,0,0,not flagged,9
ACER2,2437,0.207376382794494,20.381947532911123,23.992868451816435,1.03396613357056,0.2352072582257763,0.0101745126396601,0,0,not flagged,2
CCND2,7157,13.894217647231129,182.15211828094817,210.01443693854185,1.03546597688808,0.2053342261816579,0.0762781008442676,0,1,strongly selective,75
FMO4,2517,2.177452019342191,25.1135018155278,29.08065440345692,1.04426330395845,0.2115181837555023,0.0867044363361489,0,0,not flagged,0
KDM3B,7961,7.258173397807303,128.22107625708074,150.35557741059094,1.05529610783002,0.2297283990666962,0.0566067109221171,0,0,not flagged,7
PLA2G4A,2875,0.518440956986236,67.03076652107528,72.81009698553358,1.05719739325406,0.1192980178281752,0.0077343730930367,0,1,strongly selective,2
CLMP,2635,0.0,17.486477472368687,20.61688602699532,1.05853721316885,0.237461542099786,0.0,0,1,strongly selective,5
CORO2A,5717,0.518440956986236,17.888210928219305,20.834006925356626,1.07663125914989,0.2198172536220188,0.0289822698908573,0,0,not flagged,3
ZDHHC23,7138,0.207376382794494,16.723995952474528,19.445630095161263,1.07939851024258,0.2174057133199707,0.012399930219058,0,0,not flagged,0
FLRT2,9163,4.665968612876122,70.77816865853127,85.89251840471358,1.08028910392026,0.2791921751421179,0.0659238392474811,0,0,not flagged,0
TRAF3,8263,2.2811402107394363,30.95357454898442,36.92242640593239,1.08217881774446,0.2543160174722172,0.0736955341661591,0,0,not flagged,39
E2F6,4061,1.866387445150447,46.00671654461033,55.0760568697001,1.09306775526167,0.2595291508019619,0.0405677167450258,0,0,not flagged,1
ZXDB,5638,0.0,31.58402108430543,36.262673909040494,1.09677980023509,0.1992315344935351,0.0,0,0,not flagged,4
MORC2,6258,0.0,29.245383046852115,36.3150350643129,1.1179935967159,0.3122620826937332,0.0,0,1,strongly selective,54
ADRB2,2041,1.14057010536972,17.56619361106392,20.479461946283536,1.13034254184625,0.2212594326335401,0.0649298379958274,0,0,not flagged,4
TRIM32,3780,3.94015127309539,282.47608655821654,350.6961626472557,1.14596371837541,0.3120829705798962,0.0139486188763923,0,0,not flagged,0
TMEM181,5390,0.0,68.63725127342353,85.92186912612453,1.16003269730853,0.3239913216431813,0.0,0,0,not flagged,14
VAMP7,2667,0.0,122.9752001659677,157.34296736881393,1.17346141807889,0.3555196708032748,0.0,0,0,not flagged,1
TTC28,12641,0.103688191397247,26.4169816399411,34.20269822997188,1.17851736235268,0.3725202318105415,0.0039250582375571,0,0,not flagged,3
PGAP1,12761,4.873344995670617,49.57263050077924,64.70914408002545,1.18490290957215,0.3843577154795549,0.0983071696305083,0,0,not flagged,0
IGIP,2871,0.0,18.722266612043672,22.645352675089683,1.18713318671309,0.274326472567248,0.0,0,0,not flagged,0
FAM171B,5819,4.043839464492638,55.27068228808818,69.88102752671686,1.18762959109869,0.3383318351820856,0.0731642761964629,0,0,not flagged,12
ARHGEF9,6673,1.140570105369719,14.54828515048967,18.47300955041501,1.19060457452431,0.3443592593345214,0.0783989379897004,0,0,not flagged,1
OMA1,3718,0.0,38.52230731262589,49.95487739514851,1.19467551847216,0.374845737532179,0.0,0,0,not flagged,4
IL17RB,3038,3.31802212471191,43.12191224463367,58.07644578172201,1.21283188144838,0.4294458772340714,0.0769451527540925,0,0,not flagged,0
BBS12,3432,2.2811402107394363,27.22982870634586,35.08777747489228,1.22406617925962,0.3656620452677907,0.0837735791634936,0,0,not flagged,0
KIF5A,6261,1.036881913972472,16.62487266859416,22.004783046025818,1.23439183187799,0.4042618035239351,0.0623693146192471,0,1,strongly selective,14
ANKRD18B,5857,0.207376382794494,25.39408029997647,33.63920697670177,1.23888699628615,0.4055122692952624,0.0081663277561064,0,1,strongly selective,8
NHSL2,5001,0.622129148383483,233.46039900743168,315.8192229551158,1.23950553780231,0.4359050199740176,0.0026648166071354,0,0,not flagged,3
DCAF16,4816,15.138475943998046,156.52853814024388,208.20562584933168,1.24162347437123,0.4115604646638783,0.0967138396861185,0,0,not flagged,0
FEM1B,7569,17.938057111723758,187.2429778678907,248.7069790195177,1.24220746140244,0.4095163366317587,0.095800960420422,0,1,strongly selective,24
SLC6A15,8556,3.00695755052017,79.85209180480568,107.37631437090936,1.25033298091648,0.4272273780461006,0.0376565908613956,0,0,not flagged,1
TSEN2,5667,2.90326935912292,43.077526081214664,59.74944822386319,1.25506094379497,0.4718965605039331,0.0673963809725132,1,0,common essential,949
DSEL,9531,0.311064574191742,11.638204531736696,15.873667008138291,1.25814646484621,0.4474364277607003,0.0267278834414266,0,0,not flagged,0
ACVR1B,5690,6.22129148383483,72.32946504419486,99.76467443104076,1.27612045040946,0.4638907369752338,0.086013237897356,0,1,strongly selective,22
ZNF713,6155,1.14057010536972,14.615398894037895,19.959863799706778,1.28285376947039,0.4493485198278485,0.0780389309685551,0,0,not flagged,1
SNCA,4011,1.3479464881642111,17.002456895943215,23.252311461735086,1.30007624377061,0.4514029510484222,0.0792795121560244,0,0,not flagged,0
RASAL2,11818,3.629086698903648,48.68212420411985,68.04825404596907,1.30222680334898,0.4830817012889744,0.0745465970976781,0,0,not flagged,0
PARP14,10495,1.970075636547696,19.87404383267445,27.257434672325545,1.30343118122475,0.4555677888009109,0.0991280714249377,0,0,not flagged,0
FBXO8,2810,7.7766143547935425,118.45130993043318,166.78668420324186,1.31041343954037,0.4936746648635067,0.0656524132942115,0,1,strongly selective,2
PRKAB2,5460,6.63604424942382,97.03512884983844,136.33392196476325,1.31233468044169,0.4905226839739658,0.0683880603661904,0,0,not flagged,14
IL12A,2040,0.0,10.091609558749123,11.371082481615552,1.32040415383707,0.1720525965100879,0.0,0,0,not flagged,1
COL25A1,6183,3.62908669890365,42.87485307714041,62.41053918577464,1.32699189761852,0.541552641197813,0.084643711603494,0,0,not flagged,0
NDST4,3719,1.347946488164217,21.721193195835408,31.15618445706936,1.32967672176057,0.5202141519473036,0.0620567422798236,0,0,not flagged,0
ANGPTL1,3403,0.0,10.490979596045394,11.738679110893328,1.33065416725368,0.1619746478848469,0.0,0,0,not flagged,0
APOOL,1279,14.7237231784091,176.71909830502656,251.2437387006211,1.34527318373147,0.5076054659774994,0.0833171022239779,0,0,not flagged,7
KCNK2,3910,0.0,33.669195112317084,43.77407167804501,1.34714428817789,0.3785484631318324,0.0,0,0,not flagged,1
RAP2A,5570,6.428667866629326,66.73076410936677,94.1772307691909,1.35284074076287,0.4969632789161481,0.0963373932912444,0,0,not flagged,7
IL17RD,9576,1.140570105369719,22.56857930386108,32.486942724805054,1.35430572829618,0.5253492861495213,0.0505379665247509,0,0,not flagged,2
MED7,2913,0.103688191397247,26.89666595387264,38.311223124829525,1.36586202320722,0.5101799737944734,0.0038550574102779,1,0,common essential,958
TRIP10,3982,0.829505531177977,15.065254769029742,21.13273802869124,1.36587191378355,0.4879798372254121,0.055060836600203,0,0,not flagged,1
HRK,6853,0.518440956986236,12.948485249015508,17.896804269023352,1.36956239819457,0.4666108025677539,0.0400387340307356,0,0,not flagged,132
TMEM74,2877,0.829505531177977,16.03389725491746,23.308205093955383,1.37298852026543,0.5394321098741282,0.0517344921194112,0,0,not flagged,0
SMAD7,3692,0.7258173397807299,10.345680686471184,14.686082171388994,1.38933793501951,0.5050092121653817,0.0701565572896392,0,1,strongly selective,49
WDR53,1789,2.592204784931183,73.8238778718448,105.40935122619392,1.39060981195545,0.5137848803044804,0.0351133652099818,0,0,not flagged,2
TNFRSF19,5102,1.6590110623559509,52.323873803008155,78.52909873677699,1.39085052143559,0.5856659901152194,0.0317065794593475,0,0,not flagged,0
ZNF8,2211,9.954066374135731,133.6266088868039,194.86296496017647,1.40584977815127,0.5442186781208849,0.0744916484602845,0,0,not flagged,8
ZYG11A,4694,7.361861589204553,113.48697145120605,170.43891478187217,1.40608668237547,0.5866856129114854,0.0648696629671697,0,0,not flagged,0
AFF3,12295,1.45163467956146,19.686663917175743,30.534481362436413,1.41212547593325,0.6329604472267433,0.0737369564324696,0,0,not flagged,16
UGT8,4699,4.665968612876117,93.4493928129364,140.80135362784293,1.41429918806104,0.5913520938088855,0.0499304326376553,0,0,not flagged,0
NKRF,4004,1.036881913972472,89.68348713586722,135.42164776085664,1.41895057891788,0.5944897718473445,0.0115615699956184,0,0,not flagged,0
RFTN2,6007,0.0,12.557593847451082,18.420174037385166,1.41977923715399,0.5523612322227041,0.0,0,0,not flagged,0
TTC17,11284,4.0438394644926445,68.77731130639283,104.52536699265012,1.42251789543668,0.6037767544344802,0.0587961260433391,0,0,not flagged,0
TBC1D4,6651,3.732774890300895,131.2412159414477,201.2932562718184,1.43302124514969,0.6170397211144897,0.0284420931604766,0,0,not flagged,0
PPP1R8,2819,7.4655497806018,153.6923644063479,236.50319693160256,1.44186494204763,0.6217813269105652,0.0485746302975963,1,1,both,1169
ERLIN1,5792,15.55322870958708,172.0035932976663,264.52300627393174,1.44345085298448,0.6209251635408375,0.0904238592427016,0,0,not flagged,6
MRAS,6315,0.311064574191741,13.757246299699046,20.91964187973755,1.44382317085096,0.604307603308472,0.022610962064301,0,0,not flagged,0
SLC40A1,4330,1.55532287095871,15.683627618141008,23.796404876061676,1.44400374693558,0.6011708953500732,0.0991685666624532,0,1,strongly selective,1
ZNF516,8719,1.7626992537532011,22.29436529848668,32.656592994005926,1.44493129159876,0.5504898999976864,0.0790647874542923,0,0,not flagged,0
C9orf72,6061,0.311064574191742,70.43581514664403,109.2178123117203,1.45441951821133,0.6327543411458871,0.004416284152375,0,0,not flagged,1
NRG4,5031,1.03688191397247,17.530952904123197,27.05684724040957,1.45623794964869,0.6257997278660737,0.0591457817292179,0,0,not flagged,0
KLHL3,12173,0.207376382794494,11.030346746993851,16.713101228434756,1.46671246184963,0.599056930006441,0.0188005316198252,0,0,not flagged,0
SLITRK3,4892,0.0,25.88191776444552,38.85862606566945,1.46894785491078,0.5861042851296747,0.0,0,0,not flagged,0
PDGFD,4266,0.7258173397807299,10.544727078005575,16.582997652598753,1.47356785985527,0.6526852695391693,0.0688322546815513,0,0,not flagged,0
PRDM4,4777,8.398743503177014,91.828679404533,145.52910586547645,1.48783894425604,0.6642330504768119,0.0914610071454694,0,1,strongly selective,2
CACNB2,6537,0.933193722575225,21.213389390274788,33.47257616168602,1.48848307662423,0.6577554595750681,0.043990788336872,0,0,not flagged,0
NEIL3,2959,17.730680728929286,191.1870276667751,302.85383916726965,1.49521787410698,0.6636092404387912,0.0927399779436529,0,0,not flagged,0
PURB,9065,4.251215847287135,60.4920781189963,96.0791585447639,1.4964968365962,0.6673889683960981,0.0702772326472964,0,0,not flagged,1
TYW1,3885,2.38482840213669,33.22866080349478,53.350523465005125,1.50066513966445,0.6829105627589253,0.0717702231889486,0,0,not flagged,16
PRPF4,3613,20.841326470846635,257.44488454356747,415.0278764103277,1.50861846964468,0.688923361184863,0.0809545177322008,1,0,common essential,1183
EDEM1,6758,2.281140210739439,47.307933652787256,75.89974212553108,1.51320897833701,0.6818979771364807,0.0482189779727367,0,0,not flagged,0
ZNF140,5374,6.22129148383483,68.16705790845684,111.01786343463964,1.5238118171555,0.7035635309074255,0.0912653659219024,0,0,not flagged,0
ZNF519,7945,0.829505531177977,22.758507932443255,35.97799998593748,1.5302123522186,0.660476175703328,0.0364481508910995,0,0,not flagged,6
AKAP7,4394,1.347946488164213,14.835093219346556,24.06533953094984,1.53213744106681,0.6975699916107602,0.0908620167216978,0,0,not flagged,0
NR2E1,3733,0.207376382794494,33.2071995130976,53.77452375093906,1.53422655806616,0.6952606564356358,0.0062449223612698,0,0,not flagged,4
CHST9,2371,0.72581733978073,21.98213978571219,35.745150718599746,1.53728859582932,0.7011631027108766,0.0330185026051236,0,0,not flagged,0
SLC16A7,6424,0.207376382794494,27.863762877198837,44.41042092533305,1.53941582004282,0.6723152886063235,0.007442511756522,0,0,not flagged,1
RGS7,3328,1.451634679561464,14.701297183487233,23.992485586645916,1.54037026590643,0.7062593491169794,0.0987419451116168,0,0,not flagged,1
SLC2A12,4468,3.4217103161091593,36.71928209894927,60.1650719846881,1.54058377332613,0.7122352647300187,0.0931856539811564,0,0,not flagged,1
HBP1,6351,4.043839464492637,47.14347388633979,77.88348637996785,1.54451969110347,0.7241386311734489,0.0857772907071316,0,0,not flagged,1
MYCBP2,15943,6.117603292437584,149.75627709755284,246.18237362259143,1.55509258625988,0.7170732632685195,0.0408503964641997,0,0,not flagged,0
TADA1,2963,19.700756365477,259.47143447647187,431.6540724172303,1.56446638824821,0.7342777021595023,0.0759264942024414,0,0,not flagged,362
YIPF6,8850,6.53235605802657,67.62671377448443,112.54568396673876,1.56606407560597,0.7347604423278785,0.0965943144865813,0,1,strongly selective,18
LSM14A,4748,79.42515461029136,1379.937971587884,2306.871576806172,1.56640351742652,0.741330071676176,0.0575570469438546,0,0,not flagged,153
INTS12,3895,5.18440956986236,58.10872499330859,97.60106507007283,1.56694172005576,0.7480416456694556,0.0892191245025486,0,0,not flagged,646
KIAA1958,13119,3.83646308169815,52.909385071315654,88.45950400950186,1.56794940958095,0.7413839374487956,0.0725100674771979,0,0,not flagged,1
FICD,4267,0.933193722575225,18.392448295440555,30.169353802023505,1.57299048941275,0.7136641974781978,0.0507378739135323,0,0,not flagged,1
RAB33B,5028,2.3848284021366837,27.02051162905805,45.701204300960825,1.57424562392253,0.757959009258919,0.0882599276755375,0,0,not flagged,0
TANC2,22866,0.207376382794494,32.65525394872754,55.409607735479035,1.57710517464,0.762639643648538,0.006350475274824,0,0,not flagged,0
UGCG,4615,13.168400307450398,251.72463482895844,428.6596031722747,1.58667905585318,0.7679623968376535,0.0523127198750255,0,1,strongly selective,98
SESN1,5121,22.08558476761365,237.97849058323015,406.3355664647361,1.59068726410891,0.7718153487510178,0.0928049619673063,0,0,not flagged,0
IFIT1,3079,1.65901106235595,34.84390861264303,57.500207081993345,1.59434565570017,0.7224975796398696,0.0476126568003332,0,0,not flagged,0
MEX3A,6124,3.110645741917413,32.08644661773017,54.00014612231007,1.60301327487483,0.7508168653399319,0.0969457845855249,0,0,not flagged,174
SLC16A9,4425,3.629086698903652,66.8482239536023,114.81815832936586,1.60560179266379,0.7802995288948941,0.0542884535185633,0,0,not flagged,0
ADNP2,5893,5.39178595265685,82.88557792757699,144.68280283204976,1.61169940552239,0.8036261143446332,0.0650509544298289,0,0,not flagged,1
SLC44A5,6314,5.288097761259603,72.4793519904451,128.0044259519726,1.6241541697137,0.8204653994011941,0.072960058499926,0,0,not flagged,0
SLC30A4,7293,0.933193722575225,16.329962253615747,28.28876518058665,1.6272540970203,0.7923344515226932,0.0571461040804671,0,0,not flagged,0
MIS12,3157,21.048702853641178,222.20118949557164,386.52997179512573,1.63387267311162,0.7986861440294485,0.0947281286001426,0,1,strongly selective,1120
SNX27,7467,8.709808077368763,132.04019533509066,229.0045371134123,1.6339267758329,0.7943527433036655,0.0659633080310512,0,0,not flagged,15
METTL18,1578,4.25121584728714,64.28292547904937,106.54348037371436,1.63399387084757,0.7288458135205426,0.0661328932310752,0,0,not flagged,0
NUS1,4676,0.207376382794494,167.56372575726087,294.4073824764551,1.63762121672981,0.8130668874593691,0.001237597110337,0,0,not flagged,1179
NDNF,3556,3.836463081698149,51.9522327217252,90.98238844798954,1.64024392583038,0.8082824462301657,0.0738459712068126,0,0,not flagged,0
AMPH,5636,3.006957550520172,31.531663621197044,56.05089033792865,1.64349718836296,0.829735901811745,0.0953631113995125,0,0,not flagged,0
ZNF383,3605,2.073763827944942,44.569788114191965,77.78438767567768,1.64415969811476,0.803276318999869,0.0465284650362654,0,0,not flagged,0
TDRD7,4542,2.799581167725677,57.664018251130805,102.03155357742344,1.64591377594632,0.8231633230469452,0.0485498800228126,0,0,not flagged,0
IPO8,6816,9.228249034355002,93.36090952583508,166.28527560635675,1.64888225772076,0.832702141162179,0.0988448921633666,0,0,not flagged,2
B3GALT2,3274,0.0,12.946766472974891,21.05334076218133,1.64935684994368,0.7010285537972186,0.0,0,0,not flagged,0
ANKRD49,3526,10.47250733112196,129.87878944209584,230.3327015995483,1.65747244548438,0.8265049681803326,0.0806329299503591,0,0,not flagged,524
FPGT,4382,0.311064574191742,31.9965506378871,56.716682098648334,1.65969015647014,0.8256602790304852,0.0097218158829724,0,0,not flagged,0
VKORC1L1,5899,7.050797015012813,92.71764469570644,165.54965439380837,1.66314657009426,0.8362797263573353,0.0760459030010209,0,0,not flagged,125
CCDC125,7932,4.25121584728713,51.018052258876395,91.885960810744,1.66370133379639,0.8487108756879355,0.083327678322872,0,0,not flagged,4
HNRNPA3,6033,3.00695755052017,273.962212364177,494.84069725719905,1.66435406691777,0.8529637361801093,0.0109758113156241,0,0,not flagged,7
KCTD3,4929,23.848284021366855,250.76813473190313,449.4858056946693,1.66649062298292,0.8418960883342219,0.0951009347613607,0,0,not flagged,0
SLC10A5,2568,0.0,12.128022258387182,21.488377306671243,1.67035317477953,0.8246943982749264,0.0,0,0,not flagged,0
HELB,4551,5.495474144054102,152.93516174271997,280.7291664924443,1.67112481467053,0.8762158817158789,0.0359333594801373,0,0,not flagged,2
SH3D19,7789,0.311064574191741,79.38951674583714,143.87193616939138,1.67817135015634,0.8576833468201203,0.0039182071757358,0,0,not flagged,0
TWF1,3932,11.094636479505446,125.86652673352287,219.9456407037692,1.67918558229616,0.8052033227279528,0.0881460446032196,0,0,not flagged,605
SMARCA1,4101,7.3618615892045565,150.1804959291172,273.0286113055595,1.68561686324102,0.8623114600732446,0.0490200910821285,0,0,not flagged,0
RYBP,7512,1.9700756365477,42.926447644112066,77.6170653911142,1.68735826332901,0.8543569145708912,0.0458942154468708,0,0,not flagged,0
AGTPBP1,4938,11.50938924509444,161.97314318716775,288.530584413636,1.70357056191771,0.8329305675706385,0.0710573927172283,0,0,not flagged,0
GALNT1,5126,3.0069575505201738,34.5669944274343,61.95481215228275,1.70790804793556,0.841636717832325,0.0869892682406221,0,0,not flagged,1
PTPRD,11081,3.006957550520172,31.050320943731595,57.286550705166825,1.70875379161341,0.8833755532342659,0.0968414322019178,0,0,not flagged,0
ZNF639,3811,7.465549780601792,211.87025646266977,397.6065618730956,1.72191977054475,0.9081286905422896,0.0352364220690749,0,0,not flagged,2
ZNF799,5055,2.9032693591229197,32.3777553608574,60.19467805359381,1.72281322303106,0.8944271069807765,0.0896686421515428,0,0,not flagged,0
RFX6,4093,1.036881913972471,26.010573213062163,48.89769597191833,1.73144994735867,0.9104087574512396,0.0398638624946474,0,0,not flagged,5
GLCE,6161,10.679883713916446,195.3084171403651,372.104731218188,1.74481438101568,0.9299195132328592,0.0546821477040642,0,0,not flagged,19
SLCO4C1,5334,1.45163467956146,15.79412920522673,30.046665270605704,1.74893596273339,0.9273834077847788,0.0919097634759802,0,0,not flagged,0
BORA,2762,7.672926163396292,199.14226908929865,376.22011104302055,1.7595785850421,0.917743400043253,0.0385298721285315,1,0,common essential,1023
HSDL1,3896,4.0438394644926365,58.26176299045455,111.32795881202424,1.75995426823179,0.9340766745940612,0.0694081204709711,0,0,not flagged,1
PPM1D,3252,16.59011062355955,247.55324373920936,472.3217741641042,1.76234936213619,0.9320034597499812,0.0670163330238434,0,1,strongly selective,197
KDM4D,2978,1.65901106235595,19.09862725625645,36.0358179874705,1.7677146926697,0.9156077482887752,0.0868654610667099,0,0,not flagged,0
LRIG3,5893,17.938057111723722,196.03899727995065,378.75892226712693,1.76914957180388,0.950103700506186,0.0915024936906177,0,0,not flagged,1
PRKCI,5841,11.820453819286175,143.91014739528725,280.74304623805773,1.77944392105949,0.9640331070652988,0.0821377368672841,0,1,strongly selective,69
PELI1,4125,4.45859223008163,73.44450730083996,143.00950546839343,1.78269101303786,0.9612889949192216,0.0607069526903972,0,0,not flagged,0
CLMN,15701,1.140570105369718,14.432409275690228,28.319760442099653,1.78558534968314,0.9720069702782098,0.0790283925283965,0,0,not flagged,0
UGDH,4045,9.954066374135731,105.61379781189676,206.0884471126909,1.79529057420243,0.9643987136291112,0.0942496774130251,0,1,strongly selective,22
USP49,11259,1.7626992537532,19.22530838761318,37.77183832572974,1.79777634781751,0.9739359400422428,0.0916863968168595,0,0,not flagged,0
EBF3,4623,3.629086698903649,43.70280346332512,84.13025497532534,1.79942948990411,0.944740283554538,0.0830401349869725,0,1,strongly selective,11
GALNT5,6818,0.207376382794494,10.515769586297573,19.68200584053483,1.80684033012018,0.9036843535172734,0.019720514137616,0,0,not flagged,0
CASP3,2899,44.5859223008163,483.292185390331,950.2628791143012,1.80780886303774,0.9754163370117256,0.0922545897670711,0,1,strongly selective,2
GJA1,3037,7.983990737588033,148.21231755989217,293.54749627144764,1.81088794670672,0.9858804098342688,0.0538686046411879,0,1,strongly selective,16
SLC7A2,7905,6.532356058026567,135.5275337428071,271.8823693736355,1.81788375595675,1.0043432375175898,0.04819947561669,0,0,not flagged,1
WWP1,6336,6.636044249423825,67.25936696978438,133.20750239101378,1.81845165272037,0.9857620520810406,0.098663495486138,0,0,not flagged,1
UBL3,4384,4.665968612876126,70.04380982469512,139.7758299366761,1.82062519696813,0.9966827045936848,0.0666150031609368,0,0,not flagged,0
ZNF2,3999,4.35490403868438,44.66314538688293,89.83763574112838,1.82461739685344,1.0080727042423725,0.0975055384246038,0,1,strongly selective,2
CYBRD1,5176,2.695892976328423,37.627393995487445,76.80653030392311,1.82465620533269,1.0292500611562525,0.071647081821604,0,0,not flagged,4
ZNF792,4234,1.8663874451504472,20.191248382143716,40.49569302149717,1.82714085317969,1.003680240767807,0.0924354655951338,0,0,not flagged,12
DPY19L4,7136,5.1844095698623605,71.46002806076356,144.30241886915852,1.82727719990105,1.013785197111411,0.0725497835720688,0,1,strongly selective,10
EIF4B,6146,22.81140210739437,262.02714905842123,529.5268160517062,1.83363232318014,1.0149596336662945,0.0870573991640399,0,0,not flagged,909
TTF2,10181,8.50243169457427,87.58944295343815,176.45212742381315,1.8346430582754,1.0103649824232126,0.0970714210283777,1,0,common essential,880
TXNIP,3626,12.7536475418614,263.8444956309478,559.5945181692582,1.83850803693126,1.0846650458640217,0.0483377434551469,0,0,not flagged,0
S100PBP,9190,6.532356058026574,80.52746895657022,162.48640226963084,1.84331919471198,1.0126757380256328,0.0811195998417581,0,0,not flagged,0
PLCL2,5152,1.140570105369718,31.68183883619656,64.07194112708923,1.84426038095326,1.0158064787956271,0.0360007546047679,0,1,strongly selective,3
FLT1,8072,2.177452019342191,22.121735447477587,44.08952807154833,1.84614158466257,0.9946466332634096,0.0984304339282962,0,0,not flagged,1
FAM133B,4462,2.9032693591229233,41.41678164191153,76.51189659432718,1.84726979122149,0.8853088865296413,0.0700988643739757,0,0,not flagged,1162
GRAMD1B,9770,0.0,14.56885320867319,30.021572941655226,1.85619883188593,1.042602799971035,0.0,0,0,not flagged,0
L2HGDH,3911,4.87334499567062,71.2405669228424,148.23771415487352,1.85685406526737,1.0570364614107075,0.068406881165737,0,0,not flagged,1
USP44,5386,2.5922047849311807,47.47600818029074,96.84335333790814,1.86013018212377,1.0282995159723238,0.0546003104365314,0,0,not flagged,6
